#   lon        lat
 -153.709    -52.727
 -173.851    -51.378
 -171.733    -48.714
 -167.163    -38.241
 -170.356     -9.217
  178.352    -21.275
  170.782    -19.124
  161.472    -20.367
  159.681    -20.434
  154.361    -28.383
  154.523    -24.648
 -170.163     18.320
  160.452      9.988
 -133.906    -69.896
  -99.837    -68.787
 -102.999    -67.005
  153.979    -28.959
  157.080    -26.114
  155.685    -27.011
  151.728    -40.240
  145.561    -45.983
  151.699    -39.673
  151.532    -39.577
  151.932    -40.233
  149.098    -14.845
  153.323     -9.524
  160.985    -36.028
  153.452    -35.567
 -169.483    -54.052
  145.528    -14.170
  158.015     -9.342
  -83.114    -12.309
  -93.526     -5.203
  -86.893    -16.023
  -78.317    -12.414
  -92.631    -15.058
  -80.768    -12.507
 -102.213    -14.386
  178.238    -15.090
 -155.839    -18.629
  178.292    -22.759
 -177.599    -17.558
 -171.584    -16.425
 -171.821    -18.005
 -171.745    -18.080
 -173.688    -23.458
 -174.421    -25.207
 -158.907    -20.332
  170.551     -9.608
  160.198     -6.610
  159.309     -6.434
  173.461     -4.679
  160.878     -2.293
  158.524     -3.031
 -158.394    -16.642
 -156.407    -19.666
 -162.718    -63.642
 -172.354    -63.666
 -172.910    -58.124
  -76.472    -66.548
 -157.530    -62.451
 -175.500    -68.000
  176.350    -64.648
 -139.555    -60.582
 -131.600    -60.062
 -132.917    -59.416
 -149.924    -56.144
 -123.046    -55.316
 -127.789    -64.271
 -118.852    -62.131
 -145.304    -62.648
 -141.400    -65.300
 -132.372    -66.293
 -125.935    -65.838
  -98.864    -68.224
 -112.957    -62.136
 -117.502    -49.752
  -87.319    -62.272
 -157.331    -54.409
 -172.311    -61.040
  -92.205    -59.559
  145.291    -60.737
  -86.251    -60.894
 -103.704    -60.648
 -129.797    -55.204
 -154.352    -55.928
 -106.956    -53.767
 -135.580    -63.829
 -175.078    -69.344
 -166.841    -48.143
 -178.719    -65.543
  156.433    -65.670
 -169.218    -63.888
 -165.549    -64.434
  -82.884    -64.097
  -76.968    -58.407
  -71.180    -57.410
  -83.158    -54.183
 -173.223    -60.918
 -170.667    -61.918
 -166.775    -63.955
 -156.582    -63.351
 -161.207    -63.784
 -170.473    -65.848
 -152.749    -61.725
 -156.425    -62.761
 -157.094    -61.273
 -152.059    -57.059
 -118.722    -24.265
 -177.585    -31.238
  159.517    -48.480
  151.549    -45.390
  152.410    -49.997
  -83.113    -52.467
  -75.594    -46.349
  -78.511    -48.084
  138.140     37.734
  138.367     38.210
  160.636     44.039
  133.691     39.410
  145.417     45.088
  141.138     47.578
  147.866     27.443
 -163.841    -57.205
  164.866    -51.648
 -167.338    -51.485
 -170.060    -58.209
  171.824    -58.482
  112.509     10.494
  116.641     19.181
  116.875     17.198
  117.002     15.432
  161.545     21.565
  137.127     32.829
  115.772     10.289
  137.073      4.479
 -172.964     35.354
  128.425     17.125
  139.771     18.242
  147.501     19.125
  127.574     11.204
  144.168      2.576
  164.314     28.218
  167.738     35.799
  136.240     41.481
  139.257     42.936
  130.832     39.194
  139.244     39.317
  130.503     40.164
  134.222     39.412
  144.716     33.841
  166.860     42.751
  179.133     45.428
  161.241     49.714
  159.482     50.110
  137.918     40.607
  134.475     39.172
  138.556     40.592
  134.169     36.408
  136.438     38.953
  133.873     36.765
  137.952     39.798
  130.560     36.646
  138.070     38.795
  150.749     42.682
  163.016     53.415
  173.198     45.606
  131.548     36.558
  131.434     36.823
  136.669     39.386
  130.580     40.369
  130.255     39.725
  131.744     37.778
  133.405     38.324
  131.088     35.818
  132.439     37.126
  133.746     37.161
  134.138     38.576
  135.896     37.915
  131.754     39.279
  129.564     39.780
  130.596     37.321
  129.196     39.860
  129.303     38.885
  128.907     38.928
  132.039     36.794
  129.016     38.090
  131.484     36.485
  130.938     35.179
  130.345     38.627
  135.874     23.951
  137.749     21.781
  137.883     22.186
  137.229     19.927
  137.377     20.257
  138.752     18.625
  113.833     10.069
  117.995     16.299
  116.494     15.447
  138.034     33.421
  134.234     27.123
  135.376     31.189
  133.071     31.542
  131.906     29.737
  130.325     28.118
  133.925     26.762
  127.461     27.849
  124.873     25.247
  152.826     34.482
  166.680     35.094
  132.276     25.134
  129.055     26.410
  144.057     33.170
  148.882     36.803
  141.383     26.602
 -175.940     48.481
  156.824     38.064
  159.932     43.161
  132.358     27.740
  132.204     25.602
  137.365     24.827
  146.816     33.269
  128.857     20.764
  152.478     44.514
  171.875     43.981
  173.570     37.773
  152.453     37.361
  159.562     43.146
  162.450     41.677
  145.037     30.910
  149.574     23.551
  154.609     30.587
  165.546     26.071
 -172.674     37.156
  150.083     25.681
  152.254     25.080
  164.412     22.551
  150.406     26.703
  173.371     44.473
  140.044     23.723
  150.009     39.068
  139.296     11.432
 -162.188    -17.988
  150.142     20.939
  146.073     18.730
  123.143     16.375
  153.394     10.995
 -169.817     16.032
  140.614     20.238
 -166.733    -16.348
  135.745      9.559
  135.974     19.356
  127.462     10.443
  172.641     -1.774
 -118.890    -26.837
 -159.367    -21.245
  -81.892    -29.890
  133.714     15.606
  132.853     41.935
  160.961     40.459
 -164.480     22.554
  170.163     43.189
  174.955     22.529
  132.916     11.248
  145.637      2.681
  127.008     10.130
  175.722     42.969
  124.504     18.560
  127.620     19.833
  131.889     12.511
  118.051     18.302
  118.127     18.524
  118.676     17.910
  115.787     16.604
  115.335     15.710
  115.536     12.326
  115.103     13.516
  113.576     14.407
  117.667     11.849
  146.426    -50.041
  147.816    -46.878
  136.960     31.476
  127.288     23.186
  127.302     20.313
  132.447     30.876
  156.046     29.659
  146.838     39.566
  158.499     45.126
  135.322     25.531
  137.539     21.185
  146.140     34.236
  135.559     30.158
  134.661     20.850
  148.249     36.778
  142.890     25.657
  148.393     29.698
  146.339     41.686
 -177.947     42.265
  160.232     41.687
  137.841     31.442
  147.847     35.452
  139.885     21.463
  149.037     26.831
  145.816     24.499
  138.941     28.324
  144.013     39.144
  144.855     37.614
  128.275     25.980
  144.970     40.934
  152.539     44.992
  151.145     37.347
  116.897     15.722
  168.047     31.208
  151.127     41.441
  151.493     33.055
  171.214     44.923
  156.285     41.220
  129.231     24.498
  -98.227    -16.764
 -138.281    -15.082
 -134.476    -15.922
 -136.041    -17.682
 -156.564     -8.892
 -109.398     11.225
  -95.563      7.891
  -90.327    -13.808
  -83.230    -15.478
  -84.905    -27.027
  -85.317    -21.998
  -92.390    -23.674
  -84.187    -47.866
  -90.722    -47.701
  -82.255    -49.269
  -72.582    -30.187
 -110.621     12.182
 -128.479     13.641
 -165.112     11.883
 -129.867     16.554
 -149.320     18.421
 -119.804     17.698
 -102.034     13.859
  -87.346    -52.882
 -137.618     52.429
 -131.863     51.000
 -144.790     52.269
 -129.640     44.955
 -137.312     57.621
 -158.712     53.708
 -140.959     50.672
 -120.490     23.416
 -122.501     24.040
 -117.075     26.988
 -119.705     22.923
 -175.201     30.470
  174.630     28.927
 -154.626     50.241
 -165.874     31.010
 -147.854     32.117
 -149.460     41.235
 -143.146     35.699
 -139.392     37.780
 -142.514     44.879
 -165.139     49.460
 -149.619     49.331
 -166.480     26.958
 -178.656     40.791
 -176.379     44.178
 -167.687     41.872
 -166.922     45.488
 -148.945     50.232
 -127.906     47.883
 -162.584     50.562
 -164.649     40.063
 -108.261     19.714
 -107.610     17.921
 -148.045      9.020
 -135.856    -29.597
 -158.741    -31.475
 -144.855    -42.025
 -173.553    -12.100
 -176.547     -1.597
 -160.338     17.281
  169.134    -16.950
  150.616     -7.017
  164.410    -15.089
 -137.672     24.837
 -149.975     19.246
 -174.219    -16.074
 -171.211    -50.367
  178.540    -18.407
 -114.571    -48.900
 -147.338     48.468
 -138.219     47.352
 -177.862     47.229
 -143.451     47.047
  141.137     35.414
 -153.199    -10.876
  166.524     -0.210
 -129.620     39.693
 -159.386     25.487
 -142.207     30.826
 -140.640     32.200
  155.826     -7.265
  151.570    -17.258
 -106.466    -25.027
 -130.093    -28.975
 -137.219    -21.912
 -133.379    -27.748
 -140.880    -20.084
 -134.949    -17.936
 -144.601    -18.533
 -173.351    -15.811
 -149.433    -20.261
  169.935    -18.817
  179.934    -20.865
  179.149    -22.920
 -120.984    -15.508
  160.154    -27.466
  170.902    -28.958
  159.658     40.944
  177.029     35.078
 -173.301     41.019
  146.881     37.814
  167.947     44.610
 -178.682     38.306
 -163.170    -38.248
 -163.510    -28.916
 -166.285    -31.511
 -167.225    -28.354
 -173.513    -34.367
 -170.792    -21.179
 -137.769    -47.862
  -93.753    -27.204
  169.043     -4.894
 -128.115    -49.860
 -141.027    -50.115
  -89.547     -1.097
  126.274     10.666
  178.623    -23.910
 -167.859     24.836
 -178.296     36.916
 -148.357     24.923
  143.410     23.814
  143.202     38.763
 -158.962     23.683
  156.994     42.181
  144.108     29.570
  164.065     35.778
 -163.069     21.584
 -148.421     49.481
 -145.039     44.579
  179.209    -23.745
 -131.983     48.991
  -87.423      9.131
  -85.087      8.322
  -88.634      7.036
 -117.395    -13.228
  -99.573    -11.487
 -102.945    -14.020
 -177.118    -16.082
 -161.724    -13.505
 -172.256    -76.673
 -167.225    -77.359
 -174.534    -76.412
 -170.660    -76.574
 -105.405    -14.710
 -149.294    -14.835
 -146.949    -17.952
 -160.265     17.945
  153.615    -15.662
  168.669     -7.790
  151.227    -18.625
  155.901    -10.373
  171.425     -1.463
  162.194    -14.371
  162.883    -41.250
  177.193    -56.424
  145.553    -58.829
  169.250    -61.240
  160.119     20.791
  165.428     21.031
  165.231     19.429
 -124.265      0.383
  150.517    -58.396
  167.676    -56.756
 -125.271     -5.896
  -90.927     -7.436
  -96.151     -5.026
  -94.614      0.109
 -109.963      3.475
 -170.561    -31.921
 -145.437    -26.724
 -164.146    -24.488
 -148.435    -10.627
 -145.999    -12.288
 -128.818    -12.368
 -137.294    -10.743
 -144.437    -10.364
 -136.738    -27.702
  175.046    -27.714
 -173.755    -30.018
 -177.073    -45.864
 -174.648    -37.821
 -176.260    -22.444
 -151.782     24.945
 -122.313      9.140
  173.927    -52.686
  159.114    -47.258
 -103.114    -39.002
 -175.252      1.676
  111.347     15.537
  129.139     31.563
 -124.028     10.638
 -143.575    -51.910
 -119.927      9.361
 -125.717     11.395
 -125.198     11.546
 -124.724      5.270
 -156.943    -36.762
 -153.225    -31.884
 -103.095    -50.995
 -103.067    -35.016
 -102.586    -56.522
 -109.358     -5.046
 -102.880    -37.537
 -102.949    -47.525
 -101.488    -25.073
 -109.597      4.847
  150.979     16.141
  153.938     20.133
 -162.956      0.867
 -157.650     17.473
 -164.146     21.332
 -158.809     21.100
 -160.630     21.082
  123.605     -0.890
  123.236      4.976
  118.922     -2.178
 -155.837     18.677
 -159.706     23.775
  132.815      3.912
  127.325      5.649
 -166.121     18.801
  169.452      5.230
 -106.075     14.334
 -106.746     15.239
  151.882    -37.413
  -80.751    -14.035
  178.238    -15.090
 -155.839    -18.629
 -158.743    -20.114
  -73.548    -63.368
 -117.650    -54.454
 -135.740    -53.229
 -133.790    -51.950
 -130.070    -65.042
 -138.266    -52.465
  -99.436    -55.894
 -143.740    -55.989
 -141.942    -53.590
  -83.081     -9.393
  -85.220     -2.242
  -84.719    -10.935
 -147.971    -19.483
  175.481    -44.253
 -178.183    -49.512
 -165.133    -56.820
 -167.534    -60.132
 -170.648    -61.188
  177.128    -60.003
  176.443    -58.017
  176.116    -56.949
  175.534    -55.017
  175.707    -56.039
  176.717    -59.033
  177.999    -62.499
  177.968    -62.925
  177.443    -61.083
  137.894     41.420
 -178.031    -66.134
 -166.905    -47.872
  145.654    -48.220
  162.924    -48.740
 -162.507    -53.581
 -170.119    -55.001
 -164.854    -48.767
  156.544    -46.790
 -128.784    -57.798
  151.124    -50.115
  160.958    -51.217
 -128.582    -59.316
  177.553    -59.539
  -75.030    -59.430
  -89.708    -62.690
 -117.089    -50.377
  179.352    -51.138
  -89.897    -53.735
  -83.942    -62.638
 -103.007    -59.065
  145.000    -51.053
  145.124    -54.436
 -164.339    -50.450
  137.145     42.817
  131.752     41.149
  137.773     44.805
  138.093     38.002
  138.645     39.364
  135.083     16.447
  133.999     27.515
  145.606     38.512
  153.771     33.765
  152.381     28.015
  168.351     31.806
  158.591     30.231
  157.690     26.832
  165.147     40.053
  135.983     32.157
  161.042     37.837
  140.600     30.794
  176.567     39.679
  158.739     28.589
 -178.213     39.776
  168.996     29.683
  176.572     22.414
  174.100     19.031
  172.621     24.535
  164.271     27.373
  173.668     29.344
  176.508     35.791
  172.541     25.868
  135.715     28.583
  157.003     38.072
  154.319     34.932
  164.274     30.028
  138.577     30.557
  140.085     27.747
  157.569     18.773
  149.050     22.716
  135.044     24.712
  174.338     35.975
  177.088     45.585
  129.053     16.783
  128.514     24.918
  128.929     12.031
  131.301     15.285
  136.960      8.903
  127.717      7.000
  129.418      8.871
  129.057     18.466
  166.278     32.120
  153.060     31.687
  160.633     41.771
  166.921     35.622
 -148.580     12.461
 -153.193    -11.770
 -107.735      6.999
 -137.600     15.609
 -106.111      8.828
 -167.312     -7.299
 -144.739    -10.270
  -82.737      4.232
 -136.027    -14.348
  170.415     -4.758
 -146.467     12.012
 -120.363     -9.127
  170.223     -4.304
 -128.965     -8.114
  -86.933    -38.201
  -99.614    -40.745
  -81.066    -41.089
 -116.785    -27.007
 -134.529     15.391
  -94.167      8.162
 -129.102    -25.520
 -134.273    -10.366
 -110.429      8.837
 -122.832      0.767
  -90.244     -0.325
 -151.788     -4.741
  -91.796      2.453
  -81.046      6.054
  -80.252      3.458
 -103.034      9.122
  -91.731    -22.923
  -99.590    -23.579
  -96.594    -26.846
  -96.777    -27.553
  -80.898    -29.157
  -85.761    -32.373
  -99.736      9.605
 -102.053     11.553
 -115.459    -30.985
  -88.789    -43.994
  -89.339    -38.685
  -77.014    -44.591
  -80.765    -32.656
  -76.243    -32.543
  -99.396    -26.721
  -97.542    -28.817
  -97.208    -27.718
 -110.584    -29.846
  -98.638    -33.130
 -114.535    -30.263
 -125.238    -27.592
 -130.140    -29.195
  -84.261     -5.660
  -78.409    -13.110
  -90.860     -9.345
  147.099    -53.008
  -94.093    -15.524
 -115.140      2.356
  -85.541    -17.985
  -73.630    -25.612
  -81.939      1.908
  -84.892     -6.045
  -91.649     -2.179
 -102.308      6.466
  -87.600    -37.700
 -111.009    -41.668
  -99.643    -39.268
 -149.656    -50.660
  -77.342    -31.993
 -104.429    -28.491
 -124.109    -23.094
 -126.716    -24.748
 -101.938    -29.657
 -124.306    -25.576
 -127.014    -24.159
 -113.282     -2.051
  -98.450     -3.246
 -102.360     -2.887
  -93.813      2.955
 -101.994     -0.093
 -103.366      0.434
 -102.034     -0.050
  -98.513      7.493
 -124.465      5.728
 -122.020     -0.137
 -114.452      2.420
 -114.481     -0.961
 -119.644      6.198
 -105.430      0.798
 -101.445      1.173
  -91.498      1.378
 -104.410     -2.772
 -104.014      0.497
  -95.171    -11.191
 -113.758      2.052
 -116.726     -0.856
  -99.523      0.946
 -103.926      2.435
  -90.200      1.112
  -97.872      0.730
 -108.386     -6.643
  -81.725     -9.209
 -112.365     -1.111
  -93.059    -10.329
  -88.160     -7.961
  -80.236    -14.416
  -99.159     -5.256
  -84.946     -7.664
  -90.396     -7.604
 -107.170     -7.837
 -107.072     -3.188
 -102.542     -6.727
 -107.510     -8.305
  -96.265     -6.242
  -94.712     -5.104
  -95.539     -6.731
 -110.944     -8.634
 -109.693     -1.667
 -117.847    -28.423
 -116.574    -20.709
  -84.165    -20.361
  -82.138    -22.622
 -103.972      1.657
 -112.594      2.496
  -98.544     -6.201
 -100.572     -6.299
 -118.237     -6.616
 -117.325     -5.483
 -113.594     -8.265
  -88.421    -50.917
  -93.140    -52.013
  -89.425    -49.129
  -84.446    -45.508
  -83.917    -47.449
  -82.455     -4.944
  -87.501     -2.731
  -91.782     -2.899
 -104.124    -46.937
 -107.092     -7.765
 -107.876     -9.790
 -107.102    -11.929
 -108.561    -14.413
 -108.527    -16.860
 -108.643    -19.353
 -108.044    -22.048
 -102.016    -22.010
 -103.072      4.323
  -72.726    -30.355
  -74.581    -35.961
  -73.099    -19.349
  -73.076    -19.170
  -88.367     -1.071
  -86.130      0.617
  -84.454     -2.789
  -84.823     -4.663
  -96.996    -21.504
  -92.001    -20.988
  -86.992    -20.501
  -82.006    -20.049
  -76.979    -19.461
  -74.063    -35.468
  -75.565    -39.306
  -74.651    -38.033
  -74.104    -34.459
  -70.634    -21.384
  -75.964    -42.892
  -74.307    -36.968
  -70.715    -19.935
  -73.724    -34.348
  -71.272    -20.077
  -76.269    -43.973
 -103.905    -19.558
 -103.345    -22.406
 -101.257    -27.360
 -102.684    -31.675
 -102.817    -33.268
 -104.271    -42.734
 -102.525    -46.597
 -101.699    -53.107
 -102.522    -50.475
 -104.231    -48.393
 -109.559     13.859
 -110.860     12.798
  147.483    -48.848
  148.479    -57.490
  147.999    -55.984
  150.339    -54.418
 -142.674     12.045
 -102.795      6.501
 -138.721     36.506
 -144.966     20.185
  166.643     28.962
 -151.555     38.801
 -128.392     28.473
 -134.739     35.295
 -138.558     33.546
 -124.270     33.448
 -153.645     33.160
 -121.437     25.246
 -119.973     14.362
 -108.460     11.254
 -108.273     15.863
  149.034     44.411
 -121.866     31.954
 -129.060     18.401
  159.917     50.121
  171.123     56.690
 -131.052     24.549
 -125.784     25.366
 -121.553     24.199
 -146.076     47.439
 -137.443     47.974
 -126.890     11.367
  -95.012     11.034
 -167.463     14.459
 -148.415     48.192
 -136.633     51.540
 -140.012     52.888
 -143.312     46.218
 -132.154     43.177
 -143.584     49.212
  177.658     52.788
  145.283     53.602
 -136.739     16.906
 -136.770     20.683
 -138.722     45.395
 -128.456     40.149
  174.289     54.144
 -140.524     44.231
 -151.113     43.156
 -168.333     46.758
 -160.084     38.160
 -159.663     49.524
 -134.286     41.871
 -151.218     41.174
 -158.471     53.326
 -160.148     48.885
  170.765     46.101
  178.041     48.818
 -155.160     36.599
 -167.627     31.614
 -168.206     28.920
 -172.386     31.731
 -166.266     32.015
 -153.388     43.801
 -150.120     42.285
 -153.762     37.037
 -127.691     19.702
 -170.111     34.183
 -143.591     50.678
 -147.508     54.614
 -154.408     14.513
 -125.727     30.548
 -131.191     15.499
 -126.924     15.357
 -128.622     18.041
 -139.153     18.873
  179.035     21.144
 -104.938     11.750
 -102.880     13.807
 -151.034     37.034
 -105.179      2.812
 -109.205      5.436
  -93.625     10.441
  -98.577      7.285
  -98.905      9.709
 -110.351     12.098
 -105.543     14.657
 -129.813     40.559
 -126.141     46.238
  161.298     25.967
 -145.616     32.012
 -152.974     28.501
 -159.283     29.698
 -161.548     34.268
 -163.783     35.206
 -140.339     29.140
 -130.086     23.544
 -112.452      3.754
 -118.735     19.682
 -131.995     22.396
 -128.993     21.181
 -142.900     33.246
 -135.913     42.786
 -126.873     41.964
 -157.906     51.416
  164.872     49.003
  160.512     49.582
 -161.705     48.872
 -127.789     48.002
 -150.675     -2.030
 -129.515      0.046
 -140.652      5.453
 -156.382     53.913
  167.747     48.885
 -163.055     52.342
 -173.966     55.510
 -119.853     29.790
 -116.031     25.035
 -117.143     23.067
 -109.148     23.439
 -108.175     21.820
 -105.855     16.287
 -124.668     32.055
 -124.546     32.616
  139.930      7.689
 -178.059      1.894
  132.263      3.301
 -176.928     -0.426
  165.927     34.967
 -152.719     28.023
 -170.430     40.558
 -128.847     30.738
 -135.267     36.622
 -148.577     33.287
  175.217     38.971
 -157.918     41.779
 -143.927     56.361
 -142.198     54.074
 -142.588     54.445
 -133.384     52.630
 -134.626     53.576
 -155.965     53.413
 -176.816     49.053
  163.890     51.231
 -135.759     53.710
 -132.664     50.263
 -145.056     48.126
 -137.437     47.180
 -132.455     44.187
 -141.334     49.908
  161.737    -46.319
 -141.218     47.985
 -154.127     50.154
 -133.216     52.601
 -135.550     51.352
 -133.707     50.305
 -139.504     47.986
 -152.613     44.252
 -177.878     35.001
 -179.423     32.045
  176.954     29.880
  177.872     59.036
 -153.645      6.650
 -165.154     15.263
 -148.670     17.846
 -152.444     31.537
 -147.260     49.185
 -164.251     49.947
 -157.633     53.263
 -148.068     56.100
  175.083     58.950
  175.707     59.285
 -132.443     35.714
 -109.918     -3.030
 -129.580      6.787
  -97.970      3.735
  -92.088      5.091
  164.222     49.046
 -173.978     48.860
 -169.200     49.463
 -139.062     57.704
 -170.835     55.051
 -176.046     57.035
 -125.373     41.230
 -124.873     42.587
 -104.282     14.046
 -104.621     12.366
 -105.248     10.606
 -106.692      9.124
 -104.896      6.894
 -124.037     32.512
 -179.469     30.625
 -166.336     30.449
 -144.982     50.024
 -134.662     49.305
 -136.787     49.504
 -164.911     41.527
 -161.658     31.368
 -164.949     38.867
 -163.612     37.481
 -165.552     43.340
 -163.835     34.267
 -165.797     51.254
 -101.752    -10.286
 -102.321    -12.260
 -103.512    -15.079
 -101.149    -16.796
 -108.220     22.089
 -107.583     18.295
 -140.155      1.774
 -139.623     -0.337
 -108.337     17.893
 -167.970     13.159
 -128.058     14.424
 -129.202      8.122
 -127.366     11.767
 -146.276      8.628
  170.367     -6.890
 -172.803     10.048
 -137.860     12.538
 -160.416    -16.706
 -173.679    -13.510
 -163.152     16.647
 -156.657    -14.407
 -126.410     -9.957
 -105.241     -6.489
 -116.865     14.877
  177.805     12.389
  179.084     10.143
  173.831     11.593
 -175.067     13.212
 -169.144     -3.166
  147.157     -2.442
  136.612      4.167
  157.020     15.634
  175.701    -14.109
  141.896     21.375
 -175.644      9.006
 -144.114     20.078
 -172.410     15.841
 -140.744     11.240
 -113.237     12.692
 -108.897      8.846
 -178.751     -6.469
  162.921    -15.357
  170.570     -9.899
  170.250     14.911
  153.767      6.479
  154.649     12.719
 -174.642    -10.694
 -176.862     18.130
  137.946     19.504
  167.232     12.463
  147.036      9.674
 -160.462      8.265
  176.860     25.315
 -151.615     11.816
  179.867    -12.963
  162.130    -28.291
  -86.687    -51.898
 -137.895    -38.102
  145.172     10.315
  129.215     11.325
 -129.607    -43.914
  165.169    -34.215
 -171.671    -15.551
 -170.757     -5.232
  157.167    -17.320
  163.291     -6.105
 -155.053    -12.302
 -172.316      9.265
 -170.612      3.560
  158.929     15.045
 -178.514     -8.403
 -151.774    -16.028
 -171.837     11.072
 -165.830    -11.158
  167.461     -3.984
  162.998     15.074
 -144.078      8.258
 -164.713    -14.256
  132.688      9.898
  161.600     18.576
  162.599    -16.424
  174.210     12.717
 -160.887      8.300
  126.303     22.080
  153.520     -9.398
  167.090     10.412
 -148.333      8.249
 -173.210    -17.224
  166.110    -14.796
  169.106    -21.914
  166.612      7.387
  164.629      4.751
  159.814     -2.118
  168.229     -5.678
 -171.656     20.580
  156.945     13.634
 -155.010    -23.240
 -177.194      8.011
 -123.457     10.613
 -123.808     12.754
 -154.082     17.443
  172.565     19.647
  177.445    -12.782
 -136.619     25.680
  131.047      5.230
  178.586      2.874
 -156.296     -8.465
 -125.666      0.310
 -154.749     12.321
 -152.713     12.026
 -179.438     -6.946
 -141.255     21.761
 -156.268     22.632
  -94.153     -2.401
 -173.376     -3.564
 -124.436     -2.262
 -138.094    -44.482
 -140.238    -43.201
 -114.065    -53.184
 -148.622    -48.141
 -122.156    -46.449
  130.146      2.311
 -105.650    -57.320
 -132.936    -61.523
  178.639    -42.363
  162.957    -50.913
  169.055    -56.655
  160.775    -37.807
 -163.805    -50.403
 -135.155    -55.468
 -159.906    -57.951
 -141.981    -51.241
 -155.907    -49.434
 -136.075     -7.982
  154.287    -36.683
  156.725    -44.286
 -167.146    -41.806
 -174.534    -35.668
 -177.968    -32.792
 -171.694    -32.275
 -167.965    -31.381
 -159.569    -35.287
 -158.080    -33.619
 -145.998    -36.800
 -148.710    -36.328
 -144.108    -38.789
 -137.716    -36.474
 -136.977    -39.001
 -133.350    -35.350
 -129.645    -35.138
 -123.086    -28.091
 -134.087    -35.104
 -137.127    -30.383
 -138.667    -26.774
 -142.626    -26.404
 -141.862    -23.617
 -143.404    -22.944
 -142.412    -18.443
 -132.693    -15.032
 -138.847    -17.027
 -140.319    -14.238
 -139.769    -13.818
 -141.845    -11.568
 -143.216    -10.111
 -153.534     -9.645
 -155.050    -14.724
 -154.911    -17.291
 -142.841    -10.828
 -158.872    -21.162
 -158.069    -21.853
 -165.577    -25.877
 -169.779    -23.132
 -167.723    -22.973
 -171.903    -30.802
 -171.577    -25.883
 -177.692    -20.629
 -175.199    -26.000
 -174.364    -36.614
 -176.602    -39.170
 -173.675    -45.654
 -174.930    -45.994
  168.261    -51.446
  149.612    -47.790
  161.410    -50.836
 -128.897    -50.362
 -148.833    -50.088
  166.758    -36.548
  159.175    -42.108
  146.215    -44.509
 -165.089    -38.775
 -160.254    -31.046
 -160.714    -30.515
 -163.403    -24.875
 -171.535    -32.573
 -175.625    -40.263
 -173.112    -31.618
  153.024    -43.663
  160.273    -44.950
 -171.685     20.604
 -173.644     19.833
  173.468     18.397
  171.213     16.276
  164.128     15.423
  159.404     15.805
  156.089     12.859
  152.131     12.182
  153.560     12.762
  146.624     10.613
  136.823      9.935
 -113.826    -62.516
 -177.787    -18.867
 -175.061    -25.213
  163.998    -41.336
 -113.803    -54.147
 -155.150    -62.954
 -130.923    -59.650
 -158.647    -52.240
 -116.034    -58.222
 -118.493    -38.582
 -145.211    -54.586
  150.914    -41.029
 -140.278    -33.365
 -155.784    -37.528
  -89.807    -37.240
 -148.695    -42.799
  -87.622    -41.721
  -87.700    -37.072
 -123.252    -45.968
 -153.825    -37.288
 -164.970    -27.529
 -161.395    -32.920
 -160.592    -35.127
 -174.584    -42.680
 -142.488    -24.228
  173.772    -28.806
 -152.982    -22.897
 -134.908    -35.233
 -108.347    -33.578
  -98.301    -26.729
  -92.725    -27.553
  -85.576    -32.745
 -116.852    -18.119
  163.156    -18.466
  -98.460    -18.299
  164.995    -11.415
 -106.654    -16.153
  153.191    -38.460
 -164.516    -17.119
 -146.424    -18.572
 -144.639    -13.514
  178.280    -10.616
 -175.145    -12.309
 -179.973    -13.520
 -133.650    -12.329
 -126.433    -13.579
 -157.005    -10.164
 -172.334    -11.661
 -136.919    -13.936
 -136.793    -22.583
 -109.987    -17.118
 -122.731    -13.971
 -134.374    -19.974
 -135.716    -22.765
 -134.510    -22.000
  134.989      4.650
  152.002     -2.765
 -167.133     20.873
 -169.900     -8.988
 -150.711     19.817
 -153.531     22.127
 -118.759    -44.010
 -171.778    -41.100
 -164.616    -49.083
 -122.429    -35.907
 -113.599    -39.246
 -138.013    -34.675
 -150.129    -26.091
 -152.377    -29.451
 -106.871    -57.928
 -175.139    -34.157
 -152.555     25.677
 -171.689      3.781
  151.103     -1.653
 -145.571      1.448
  160.923     -0.908
 -172.437     33.894
  175.434     51.914
 -162.445     30.822
 -160.480     33.199
 -141.358      2.893
 -120.965     -1.505
 -106.215     -1.129
 -126.795      2.350
 -178.464      2.241
 -140.712     19.552
 -151.127     11.818
 -149.719      1.844
 -116.026     -1.046
 -132.443     36.430
 -171.944    -19.840
 -159.459    -17.742
  168.233    -20.933
 -150.203    -16.938
  170.625    -27.376
  159.227    -17.677
 -125.451    -18.062
 -103.331    -20.218
  176.605    -16.773
 -120.888    -17.642
 -126.908    -12.447
  173.614    -23.172
  156.659    -15.604
 -133.760    -11.851
 -147.076     34.629
 -134.515     35.003
 -138.280     29.581
 -143.603     30.281
 -131.788     34.412
 -125.993     43.368
 -141.386     32.551
 -141.370     31.082
 -149.610     33.420
 -143.795     32.864
 -146.606     25.779
 -158.393     23.119
  132.563      2.090
  138.299      0.106
  160.136    -11.858
  153.511    -37.789
 -131.352    -43.881
  159.238    -37.421
 -112.764    -62.384
  -81.276    -63.342
 -121.232    -50.373
  152.738    -13.496
  160.960    -38.366
  151.630    -46.713
  151.271    -46.007
  159.181    -23.380
 -158.933    -47.436
 -143.382    -42.456
 -100.075    -60.059
